,Caption,tokenized,freqdist,tokens_WSW,normalized,tokens_stemmed,merged
119,ya iyalah cuman orang guoblock aja yg mau ama anies,"['ya', 'iyalah', 'cuman', 'orang', 'guoblock', 'aja', 'yg', 'mau', 'ama', 'anies']",<FreqDist with 10 samples and 10 outcomes>,"['iyalah', 'cuman', 'orang', 'guoblock', 'ama', 'anies']","['iyalah', 'cuman', 'orang', 'guoblock', 'ama', 'anies']","['iya', 'cuman', 'orang', 'guoblock', 'ama', 'anies']",iya cuman orang guoblock ama anies
120,karna bacot doang,"['karna', 'bacot', 'doang']",<FreqDist with 3 samples and 3 outcomes>,"['karna', 'bacot', 'doang']","['karna', 'bacot', 'doang']","['karna', 'bacot', 'doang']",karna bacot doang
121,ya wajar omdo kakean omong tok lupa ngaca,"['ya', 'wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']",<FreqDist with 8 samples and 8 outcomes>,"['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']","['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']","['wajar', 'omdo', 'kakean', 'omong', 'tok', 'lupa', 'ngaca']",wajar omdo kakean omong tok lupa ngaca
122,teori doang sih,"['teori', 'doang', 'sih']",<FreqDist with 3 samples and 3 outcomes>,"['teori', 'doang']","['teori', 'doang']","['teori', 'doang']",teori doang
123,ide gagasanya mentok di menjelekan capres lain cuman ngandelin dagang agama,"['ide', 'gagasanya', 'mentok', 'di', 'menjelekan', 'capres', 'lain', 'cuman', 'ngandelin', 'dagang', 'agama']",<FreqDist with 11 samples and 11 outcomes>,"['ide', 'gagasanya', 'mentok', 'menjelekan', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']","['ide', 'gagasanya', 'mentok', 'menjelekan', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']","['ide', 'gagasanya', 'mentok', 'jelek', 'capres', 'cuman', 'ngandelin', 'dagang', 'agama']",ide gagasanya mentok jelek capres cuman ngandelin dagang agama
124,who,['who'],<FreqDist with 1 samples and 1 outcomes>,['who'],['who'],['who'],who
125,kalo kang survey nya ini aja ya ga akan naik,"['kalo', 'kang', 'survey', 'nya', 'ini', 'aja', 'ya', 'ga', 'akan', 'naik']",<FreqDist with 10 samples and 10 outcomes>,"['kang', 'survey']","['kang', 'survey']","['kang', 'survey']",kang survey
126,suruh ngelenong aje,"['suruh', 'ngelenong', 'aje']",<FreqDist with 3 samples and 3 outcomes>,"['suruh', 'ngelenong', 'aje']","['suruh', 'ngelenong', 'saja']","['suruh', 'ngelenong', 'saja']",suruh ngelenong saja
127,you know why,"['you', 'know', 'why']",<FreqDist with 3 samples and 3 outcomes>,"['you', 'know', 'why']","['you', 'know', 'why']","['you', 'know', 'why']",you know why
128,emang ada bedanya kah,"['emang', 'ada', 'bedanya', 'kah']",<FreqDist with 4 samples and 4 outcomes>,"['emang', 'bedanya', 'kah']","['emang', 'bedanya', 'kah']","['emang', 'beda', 'kah']",emang beda kah
129,tergantung presiden klo aproval rating masih tinggi ya anis nyungsep logika angka klo berarti yg gak suka itu aja masih nyebar suara nya pemodal juga mikir drpd gambling mending cari yg pasti,"['tergantung', 'presiden', 'klo', 'aproval', 'rating', 'masih', 'tinggi', 'ya', 'anis', 'nyungsep', 'logika', 'angka', 'klo', 'berarti', 'yg', 'gak', 'suka', 'itu', 'aja', 'masih', 'nyebar', 'suara', 'nya', 'pemodal', 'juga', 'mikir', 'drpd', 'gambling', 'mending', 'cari', 'yg', 'pasti']",<FreqDist with 29 samples and 32 outcomes>,"['tergantung', 'presiden', 'aproval', 'rating', 'anis', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'pemodal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']","['tergantung', 'presiden', 'aproval', 'rating', 'anies', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'pemodal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']","['gantung', 'presiden', 'aproval', 'rating', 'anies', 'nyungsep', 'logika', 'angka', 'suka', 'nyebar', 'suara', 'modal', 'mikir', 'drpd', 'gambling', 'mending', 'cari']",gantung presiden aproval rating anies nyungsep logika angka suka nyebar suara modal mikir drpd gambling mending cari
130,survei mulu bosen,"['survei', 'mulu', 'bosen']",<FreqDist with 3 samples and 3 outcomes>,"['survei', 'mulu', 'bosen']","['survei', 'mulu', 'bosen']","['survei', 'mulu', 'bosen']",survei mulu bosen
131,karepmu,['karepmu'],<FreqDist with 1 samples and 1 outcomes>,['karepmu'],['karepmu'],['karepmu'],karepmu
132,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
133,belum rejeki,"['belum', 'rejeki']",<FreqDist with 2 samples and 2 outcomes>,['rejeki'],['rejeki'],['rejeki'],rejeki
134,krn doi kebanyakan bacot,"['krn', 'doi', 'kebanyakan', 'bacot']",<FreqDist with 4 samples and 4 outcomes>,"['doi', 'kebanyakan', 'bacot']","['dia', 'kebanyakan', 'bacot']","['dia', 'banyak', 'bacot']",dia banyak bacot
135,memang dri pilkadaurusan surpai surpei ga pernah menangmenang pas beneranya aja,"['memang', 'dri', 'pilkadaurusan', 'surpai', 'surpei', 'ga', 'pernah', 'menangmenang', 'pas', 'beneranya', 'aja']",<FreqDist with 11 samples and 11 outcomes>,"['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']","['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']","['dri', 'pilkadaurusan', 'surpai', 'surpei', 'menangmenang', 'pas', 'beneranya']",dri pilkadaurusan surpai surpei menangmenang pas beneranya
136,dia gak punya kerja nyata cuma mentok di retorika dan teori,"['dia', 'gak', 'punya', 'kerja', 'nyata', 'cuma', 'mentok', 'di', 'retorika', 'dan', 'teori']",<FreqDist with 11 samples and 11 outcomes>,"['kerja', 'nyata', 'mentok', 'retorika', 'teori']","['kerja', 'nyata', 'mentok', 'retorika', 'teori']","['kerja', 'nyata', 'mentok', 'retorika', 'teori']",kerja nyata mentok retorika teori
137,mau elektabilitas tinggi tapi logistic anis kecil susah kemungkinan jadi,"['mau', 'elektabilitas', 'tinggi', 'tapi', 'logistic', 'anis', 'kecil', 'susah', 'kemungkinan', 'jadi']",<FreqDist with 10 samples and 10 outcomes>,"['elektabilitas', 'logistic', 'anis', 'susah']","['elektabilitas', 'logistic', 'anies', 'susah']","['elektabilitas', 'logistic', 'anies', 'susah']",elektabilitas logistic anies susah
138,krn tukang sure pay nya hanyalah para penipu berkedok lembaga sure pay,"['krn', 'tukang', 'sure', 'pay', 'nya', 'hanyalah', 'para', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']",<FreqDist with 10 samples and 12 outcomes>,"['tukang', 'sure', 'pay', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']","['tukang', 'sure', 'pay', 'penipu', 'berkedok', 'lembaga', 'sure', 'pay']","['tukang', 'sure', 'pay', 'tipu', 'kedok', 'lembaga', 'sure', 'pay']",tukang sure pay tipu kedok lembaga sure pay
139,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
140,anies,['anies'],<FreqDist with 1 samples and 1 outcomes>,['anies'],['anies'],['anies'],anies
141,basi mau capres apapun ga jauh jauh bakal kaya sekarang ada pihak yang diuntungkan ada yang bakal di rugikan banget dalam satu dan lain hal,"['basi', 'mau', 'capres', 'apapun', 'ga', 'jauh', 'jauh', 'bakal', 'kaya', 'sekarang', 'ada', 'pihak', 'yang', 'diuntungkan', 'ada', 'yang', 'bakal', 'di', 'rugikan', 'banget', 'dalam', 'satu', 'dan', 'lain', 'hal']",<FreqDist with 21 samples and 25 outcomes>,"['basi', 'capres', 'apapun', 'kaya', 'diuntungkan', 'rugikan', 'banget']","['basi', 'capres', 'apapun', 'kaya', 'diuntungkan', 'rugikan', 'banget']","['basi', 'capres', 'apa', 'kaya', 'untung', 'rugi', 'banget']",basi capres apa kaya untung rugi banget
142,,[],<FreqDist with 0 samples and 0 outcomes>,[],[],[],
143,karena dia gak layak jadi presiden,"['karena', 'dia', 'gak', 'layak', 'jadi', 'presiden']",<FreqDist with 6 samples and 6 outcomes>,"['layak', 'presiden']","['layak', 'presiden']","['layak', 'presiden']",layak presiden
144,iya bang iyaelu bener banget dah,"['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']",<FreqDist with 6 samples and 6 outcomes>,"['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']","['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']","['iya', 'bang', 'iyaelu', 'bener', 'banget', 'dah']",iya bang iyaelu bener banget dah
145,fak pencitraan,"['fak', 'pencitraan']",<FreqDist with 2 samples and 2 outcomes>,"['fak', 'pencitraan']","['fak', 'pencitraan']","['fak', 'citra']",fak citra
146,alhamdulillah semoga turun terus,"['alhamdulillah', 'semoga', 'turun', 'terus']",<FreqDist with 4 samples and 4 outcomes>,"['alhamdulillah', 'semoga', 'turun']","['alhamdulillah', 'semoga', 'turun']","['alhamdulillah', 'moga', 'turun']",alhamdulillah moga turun
147,inti nya pilpres nanti itu lingkup nya luasseluruh wilayahpulau yg tersebar di indonesia jadi masyarakat pun tausiapa nanti pilihan terbaik nya intinya cukup kota jakarta yg pernah di pimpin anies indonesia raya tercinta jangan sudah itu aja komen dari saya terima kasih atas waktu nya untuk membaca komenan saya,"['inti', 'nya', 'pilpres', 'nanti', 'itu', 'lingkup', 'nya', 'luasseluruh', 'wilayahpulau', 'yg', 'tersebar', 'di', 'indonesia', 'jadi', 'masyarakat', 'pun', 'tausiapa', 'nanti', 'pilihan', 'terbaik', 'nya', 'intinya', 'cukup', 'kota', 'jakarta', 'yg', 'pernah', 'di', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'jangan', 'sudah', 'itu', 'aja', 'komen', 'dari', 'saya', 'terima', 'kasih', 'atas', 'waktu', 'nya', 'untuk', 'membaca', 'komenan', 'saya']",<FreqDist with 40 samples and 49 outcomes>,"['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'tersebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilihan', 'terbaik', 'intinya', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'komen', 'terima', 'kasih', 'membaca', 'komenan']","['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'tersebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilihan', 'terbaik', 'intinya', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'tercinta', 'komen', 'terima', 'kasih', 'membaca', 'komenan']","['inti', 'pilpres', 'lingkup', 'luasseluruh', 'wilayahpulau', 'sebar', 'indonesia', 'masyarakat', 'tausiapa', 'pilih', 'baik', 'inti', 'kota', 'jakarta', 'pimpin', 'anies', 'indonesia', 'raya', 'cinta', 'komen', 'terima', 'kasih', 'baca', 'komenan']",inti pilpres lingkup luasseluruh wilayahpulau sebar indonesia masyarakat tausiapa pilih baik inti kota jakarta pimpin anies indonesia raya cinta komen terima kasih baca komenan
148,asumso banteng ekwkwk,"['asumso', 'banteng', 'ekwkwk']",<FreqDist with 3 samples and 3 outcomes>,"['asumso', 'banteng', 'ekwkwk']","['asumso', 'banteng', 'ekwkwk']","['asumso', 'banteng', 'ekwkwk']",asumso banteng ekwkwk
149,saya pilih anis,"['saya', 'pilih', 'anis']",<FreqDist with 3 samples and 3 outcomes>,"['pilih', 'anis']","['pilih', 'anies']","['pilih', 'anies']",pilih anies
150,suruh ngaca aja kenapa,"['suruh', 'ngaca', 'aja', 'kenapa']",<FreqDist with 4 samples and 4 outcomes>,"['suruh', 'ngaca']","['suruh', 'ngaca']","['suruh', 'ngaca']",suruh ngaca
151,surveynya dmn om aku nggak pernah  surveydan sepertinya akun ini menjatuhkan anies terus dan selalu memuji pdip atau lawan anies,"['surveynya', 'dmn', 'om', 'aku', 'nggak', 'pernah', 'surveydan', 'sepertinya', 'akun', 'ini', 'menjatuhkan', 'anies', 'terus', 'dan', 'selalu', 'memuji', 'pdip', 'atau', 'lawan', 'anies']",<FreqDist with 19 samples and 20 outcomes>,"['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'menjatuhkan', 'anies', 'memuji', 'pdip', 'lawan', 'anies']","['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'menjatuhkan', 'anies', 'memuji', 'pdip', 'lawan', 'anies']","['surveynya', 'dmn', 'om', 'nggak', 'surveydan', 'akun', 'jatuh', 'anies', 'puji', 'pdip', 'lawan', 'anies']",surveynya dmn om nggak surveydan akun jatuh anies puji pdip lawan anies
152,gak usah banyak cakap jelas anies untuk presiden,"['gak', 'usah', 'banyak', 'cakap', 'jelas', 'anies', 'untuk', 'presiden']",<FreqDist with 8 samples and 8 outcomes>,"['cakap', 'anies', 'presiden']","['cakap', 'anies', 'presiden']","['cakap', 'anies', 'presiden']",cakap anies presiden
153,maap gua milih pak ganjar,"['maap', 'gua', 'milih', 'pak', 'ganjar']",<FreqDist with 5 samples and 5 outcomes>,"['maap', 'gua', 'milih', 'ganjar']","['maap', 'saya', 'milih', 'ganjar']","['maap', 'saya', 'milih', 'ganjar']",maap saya milih ganjar
154,naik kok juara malah di polling ilc sama cnbc ,"['naik', 'kok', 'juara', 'malah', 'di', 'polling', 'ilc', 'sama', 'cnbc']",<FreqDist with 9 samples and 9 outcomes>,"['juara', 'polling', 'ilc', 'cnbc']","['juara', 'polling', 'ilc', 'cnbc']","['juara', 'polling', 'ilc', 'cnbc']",juara polling ilc cnbc
155,kawasan redbull,"['kawasan', 'redbull']",<FreqDist with 2 samples and 2 outcomes>,"['kawasan', 'redbull']","['kawasan', 'redbull']","['kawasan', 'redbull']",kawasan redbull
156,masyarakat udah pinter,"['masyarakat', 'udah', 'pinter']",<FreqDist with 3 samples and 3 outcomes>,"['masyarakat', 'udah', 'pinter']","['masyarakat', 'udah', 'pinter']","['masyarakat', 'udah', 'pinter']",masyarakat udah pinter
157,nan,['nan'],<FreqDist with 1 samples and 1 outcomes>,[],[],[],
158,jaman sekarang mana ada yg mau beli kucing dalam karung,"['jaman', 'sekarang', 'mana', 'ada', 'yg', 'mau', 'beli', 'kucing', 'dalam', 'karung']",<FreqDist with 10 samples and 10 outcomes>,"['jaman', 'beli', 'kucing', 'karung']","['jaman', 'beli', 'kucing', 'karung']","['jaman', 'beli', 'kucing', 'karung']",jaman beli kucing karung
159,laskar belum otewe sih,"['laskar', 'belum', 'otewe', 'sih']",<FreqDist with 4 samples and 4 outcomes>,"['laskar', 'otewe']","['laskar', 'otewe']","['laskar', 'otewe']",laskar otewe
160,maaf gk percaya lagi sama lembaga survey,"['maaf', 'gk', 'percaya', 'lagi', 'sama', 'lembaga', 'survey']",<FreqDist with 7 samples and 7 outcomes>,"['maaf', 'gk', 'percaya', 'lembaga', 'survey']","['maaf', 'gk', 'percaya', 'lembaga', 'survey']","['maaf', 'gk', 'percaya', 'lembaga', 'survey']",maaf gk percaya lembaga survey
161,ya karena lu dan antek settingnya kaya gt,"['ya', 'karena', 'lu', 'dan', 'antek', 'settingnya', 'kaya', 'gt']",<FreqDist with 8 samples and 8 outcomes>,"['lu', 'antek', 'settingnya', 'kaya', 'gt']","['kamu', 'antek', 'settingnya', 'kaya', 'gt']","['kamu', 'antek', 'settingnya', 'kaya', 'gt']",kamu antek settingnya kaya gt
162,jika ingin merubah pandangan politik masyarakat memang butuh lebih dari sekedar momentum kalaupun nanti pak anies gk masuk putaran kedua bukan berarti dua calon lain bisa tenang karena ngerebut suara pendukung pak anies yang notabene nya masyarakat oposan agak sulit bagi mereka yang dianggap sebagai pihak orang dalam pemerintah,"['jika', 'ingin', 'merubah', 'pandangan', 'politik', 'masyarakat', 'memang', 'butuh', 'lebih', 'dari', 'sekedar', 'momentum', 'kalaupun', 'nanti', 'pak', 'anies', 'gk', 'masuk', 'putaran', 'kedua', 'bukan', 'berarti', 'dua', 'calon', 'lain', 'bisa', 'tenang', 'karena', 'ngerebut', 'suara', 'pendukung', 'pak', 'anies', 'yang', 'notabene', 'nya', 'masyarakat', 'oposan', 'agak', 'sulit', 'bagi', 'mereka', 'yang', 'dianggap', 'sebagai', 'pihak', 'orang', 'dalam', 'pemerintah']",<FreqDist with 45 samples and 49 outcomes>,"['merubah', 'pandangan', 'politik', 'masyarakat', 'butuh', 'sekedar', 'momentum', 'anies', 'gk', 'masuk', 'putaran', 'calon', 'tenang', 'ngerebut', 'suara', 'pendukung', 'anies', 'notabene', 'masyarakat', 'oposan', 'sulit', 'dianggap', 'orang', 'pemerintah']","['merubah', 'pandangan', 'politik', 'masyarakat', 'butuh', 'sekedar', 'momentum', 'anies', 'gk', 'masuk', 'putaran', 'calon', 'tenang', 'ngerebut', 'suara', 'pendukung', 'anies', 'notabene', 'masyarakat', 'oposan', 'sulit', 'dianggap', 'orang', 'pemerintah']","['rubah', 'pandang', 'politik', 'masyarakat', 'butuh', 'dar', 'momentum', 'anies', 'gk', 'masuk', 'putar', 'calon', 'tenang', 'ngerebut', 'suara', 'dukung', 'anies', 'notabene', 'masyarakat', 'oposan', 'sulit', 'anggap', 'orang', 'perintah']",rubah pandang politik masyarakat butuh dar momentum anies gk masuk putar calon tenang ngerebut suara dukung anies notabene masyarakat oposan sulit anggap orang perintah
163,asumsi freming,"['asumsi', 'freming']",<FreqDist with 2 samples and 2 outcomes>,"['asumsi', 'freming']","['asumsi', 'freming']","['asumsi', 'freming']",asumsi freming
164,udah jelas di no kenapa penguasa dan cebong masih aja panik dan nyebar hoax ke anies yaaak lucu bin ajaib atau jangan aslinya sebaliknya,"['udah', 'jelas', 'di', 'no', 'kenapa', 'penguasa', 'dan', 'cebong', 'masih', 'aja', 'panik', 'dan', 'nyebar', 'hoax', 'ke', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'atau', 'jangan', 'aslinya', 'sebaliknya']",<FreqDist with 23 samples and 24 outcomes>,"['udah', 'no', 'penguasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'aslinya']","['udah', 'no', 'penguasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'aslinya']","['udah', 'no', 'kuasa', 'cebong', 'panik', 'nyebar', 'hoax', 'anies', 'yaaak', 'lucu', 'bin', 'ajaib', 'asli']",udah no kuasa cebong panik nyebar hoax anies yaaak lucu bin ajaib asli
165,karena orang indonesia butuh presiden bukan onta,"['karena', 'orang', 'indonesia', 'butuh', 'presiden', 'bukan', 'onta']",<FreqDist with 7 samples and 7 outcomes>,"['orang', 'indonesia', 'butuh', 'presiden', 'onta']","['orang', 'indonesia', 'butuh', 'presiden', 'onta']","['orang', 'indonesia', 'butuh', 'presiden', 'onta']",orang indonesia butuh presiden onta
166,tanya aja,"['tanya', 'aja']",<FreqDist with 2 samples and 2 outcomes>,[],[],[],
167,lah gagasanya bukannya udah ada yaitu nyinyir terus ke pemerintahan presiden jokowi heran ga mau belajar padahal pak prabski  gagalpilpres karena anak buahnya sibuk nyinyir bukannya ngasih gagasan dan herannya masih di tiru skrang hal kek gitu sama anis ya jelas elektabilitasnya sgitu aja dan basis pemilihnya ya itu aja masyrakat dengan sentimen agama,"['lah', 'gagasanya', 'bukannya', 'udah', 'ada', 'yaitu', 'nyinyir', 'terus', 'ke', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'ga', 'mau', 'belajar', 'padahal', 'pak', 'prabski', 'gagalpilpres', 'karena', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'bukannya', 'ngasih', 'gagasan', 'dan', 'herannya', 'masih', 'di', 'tiru', 'skrang', 'hal', 'kek', 'gitu', 'sama', 'anis', 'ya', 'jelas', 'elektabilitasnya', 'sgitu', 'aja', 'dan', 'basis', 'pemilihnya', 'ya', 'itu', 'aja', 'masyrakat', 'dengan', 'sentimen', 'agama']",<FreqDist with 49 samples and 54 outcomes>,"['gagasanya', 'udah', 'nyinyir', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'belajar', 'prabski', 'gagalpilpres', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'ngasih', 'gagasan', 'herannya', 'tiru', 'skrang', 'kek', 'gitu', 'anis', 'elektabilitasnya', 'sgitu', 'basis', 'pemilihnya', 'masyrakat', 'sentimen', 'agama']","['gagasanya', 'udah', 'nyinyir', 'pemerintahan', 'presiden', 'jokowi', 'heran', 'belajar', 'prabski', 'gagalpilpres', 'anak', 'buahnya', 'sibuk', 'nyinyir', 'ngasih', 'gagasan', 'herannya', 'tiru', 'skrang', 'kek', 'gitu', 'anies', 'elektabilitasnya', 'sgitu', 'basis', 'pemilihnya', 'masyrakat', 'sentimen', 'agama']","['gagasanya', 'udah', 'nyinyir', 'perintah', 'presiden', 'jokowi', 'heran', 'ajar', 'prabski', 'gagalpilpres', 'anak', 'buah', 'sibuk', 'nyinyir', 'ngasih', 'gagas', 'heran', 'tiru', 'skrang', 'kek', 'gitu', 'anies', 'elektabilitasnya', 'sgitu', 'basis', 'pilih', 'masyrakat', 'sentimen', 'agama']",gagasanya udah nyinyir perintah presiden jokowi heran ajar prabski gagalpilpres anak buah sibuk nyinyir ngasih gagas heran tiru skrang kek gitu anies elektabilitasnya sgitu basis pilih masyrakat sentimen agama
168,kualitas bukan kuantitas,"['kualitas', 'bukan', 'kuantitas']",<FreqDist with 3 samples and 3 outcomes>,"['kualitas', 'kuantitas']","['kualitas', 'kuantitas']","['kualitas', 'kuantitas']",kualitas kuantitas
169,kenapa digambar ini nomor dan nya tanda tanya karrna berdasarkan survey pak lebih unggul dari pada pranowo cek disini gais,"['kenapa', 'digambar', 'ini', 'nomor', 'dan', 'nya', 'tanda', 'tanya', 'karrna', 'berdasarkan', 'survey', 'pak', 'lebih', 'unggul', 'dari', 'pada', 'pranowo', 'cek', 'disini', 'gais']",<FreqDist with 20 samples and 20 outcomes>,"['digambar', 'nomor', 'tanda', 'karrna', 'berdasarkan', 'survey', 'unggul', 'pranowo', 'cek', 'gais']","['digambar', 'nomor', 'tanda', 'karrna', 'berdasarkan', 'survey', 'unggul', 'pranowo', 'cek', 'gais']","['gambar', 'nomor', 'tanda', 'karrna', 'dasar', 'survey', 'unggul', 'pranowo', 'cek', 'gais']",gambar nomor tanda karrna dasar survey unggul pranowo cek gais
170,kalo saya boleh nuliskok ada ya yang masih berpihak pada pak anis itu pertanyaan saya,"['kalo', 'saya', 'boleh', 'nuliskok', 'ada', 'ya', 'yang', 'masih', 'berpihak', 'pada', 'pak', 'anis', 'itu', 'pertanyaan', 'saya']",<FreqDist with 14 samples and 15 outcomes>,"['nuliskok', 'berpihak', 'anis']","['nuliskok', 'berpihak', 'anies']","['nuliskok', 'pihak', 'anies']",nuliskok pihak anies
